names,masks
"(4715,2665,512,512)","(4715,2665,512,512)"
"(4715,2870,512,512)","(4715,2870,512,512)"
"(4715,3075,512,512)","(4715,3075,512,512)"
"(4715,3280,512,512)","(4715,3280,512,512)"
"(4715,3485,512,512)","(4715,3485,512,512)"
"(4715,3690,512,512)","(4715,3690,512,512)"
"(4715,3895,512,512)","(4715,3895,512,512)"
"(4715,4100,512,512)","(4715,4100,512,512)"
"(4715,4305,512,512)","(4715,4305,512,512)"
"(4715,4510,512,512)","(4715,4510,512,512)"
"(4715,4715,512,512)","(4715,4715,512,512)"
"(4715,4920,512,512)","(4715,4920,512,512)"
"(4715,5125,512,512)","(4715,5125,512,512)"
"(4715,5330,512,512)","(4715,5330,512,512)"
"(4715,5535,512,512)","(4715,5535,512,512)"
"(4715,5740,512,512)","(4715,5740,512,512)"
"(4715,5945,512,512)","(4715,5945,512,512)"
"(4715,6150,512,512)","(4715,6150,512,512)"
"(4715,6355,512,512)","(4715,6355,512,512)"
"(4715,6560,512,512)","(4715,6560,512,512)"
"(4715,6765,512,512)","(4715,6765,512,512)"
"(4715,6970,512,512)","(4715,6970,512,512)"
"(4715,7175,512,512)","(4715,7175,512,512)"
"(4715,7380,512,512)","(4715,7380,512,512)"
"(4715,7585,512,512)","(4715,7585,512,512)"
"(4715,7790,512,512)","(4715,7790,512,512)"
"(4715,7995,512,512)","(4715,7995,512,512)"
"(4715,8200,512,512)","(4715,8200,512,512)"
"(4715,8405,512,512)","(4715,8405,512,512)"
"(4715,8610,512,512)","(4715,8610,512,512)"
"(4715,8815,512,512)","(4715,8815,512,512)"
"(4715,9020,512,512)","(4715,9020,512,512)"
"(4715,9225,512,512)","(4715,9225,512,512)"
"(4715,9430,512,512)","(4715,9430,512,512)"
"(4715,9635,512,512)","(4715,9635,512,512)"
"(4715,9840,512,512)","(4715,9840,512,512)"
"(4715,10045,512,512)","(4715,10045,512,512)"
"(4715,10250,512,512)","(4715,10250,512,512)"
"(4715,10455,512,512)","(4715,10455,512,512)"
"(4920,205,512,512)","(4920,205,512,512)"
"(4920,410,512,512)","(4920,410,512,512)"
"(4920,615,512,512)","(4920,615,512,512)"
"(4920,820,512,512)","(4920,820,512,512)"
"(4920,1025,512,512)","(4920,1025,512,512)"
"(4920,1230,512,512)","(4920,1230,512,512)"
"(4920,1435,512,512)","(4920,1435,512,512)"
"(4920,1640,512,512)","(4920,1640,512,512)"
"(4920,1845,512,512)","(4920,1845,512,512)"
"(4920,2050,512,512)","(4920,2050,512,512)"
"(4920,2255,512,512)","(4920,2255,512,512)"
"(4920,2460,512,512)","(4920,2460,512,512)"
"(4920,2665,512,512)","(4920,2665,512,512)"
"(4920,2870,512,512)","(4920,2870,512,512)"
"(4920,3075,512,512)","(4920,3075,512,512)"
"(4920,3280,512,512)","(4920,3280,512,512)"
"(4920,3485,512,512)","(4920,3485,512,512)"
"(4920,3690,512,512)","(4920,3690,512,512)"
"(4920,3895,512,512)","(4920,3895,512,512)"
"(4920,4100,512,512)","(4920,4100,512,512)"
"(4920,4305,512,512)","(4920,4305,512,512)"
"(4920,4510,512,512)","(4920,4510,512,512)"
"(4920,4715,512,512)","(4920,4715,512,512)"
"(4920,4920,512,512)","(4920,4920,512,512)"
"(4920,5125,512,512)","(4920,5125,512,512)"
"(4920,5330,512,512)","(4920,5330,512,512)"
"(4920,5535,512,512)","(4920,5535,512,512)"
"(4920,5740,512,512)","(4920,5740,512,512)"
"(4920,5945,512,512)","(4920,5945,512,512)"
"(4920,6150,512,512)","(4920,6150,512,512)"
"(4920,6355,512,512)","(4920,6355,512,512)"
"(4920,6560,512,512)","(4920,6560,512,512)"
"(4920,6765,512,512)","(4920,6765,512,512)"
"(4920,6970,512,512)","(4920,6970,512,512)"
"(4920,7175,512,512)","(4920,7175,512,512)"
"(4920,7380,512,512)","(4920,7380,512,512)"
"(4920,7585,512,512)","(4920,7585,512,512)"
"(4920,7790,512,512)","(4920,7790,512,512)"
"(4920,7995,512,512)","(4920,7995,512,512)"
"(4920,8200,512,512)","(4920,8200,512,512)"
"(4920,8405,512,512)","(4920,8405,512,512)"
"(4920,8610,512,512)","(4920,8610,512,512)"
"(4920,8815,512,512)","(4920,8815,512,512)"
"(4920,9020,512,512)","(4920,9020,512,512)"
"(4920,9225,512,512)","(4920,9225,512,512)"
"(4920,9430,512,512)","(4920,9430,512,512)"
"(4920,9635,512,512)","(4920,9635,512,512)"
"(4920,9840,512,512)","(4920,9840,512,512)"
"(4920,10045,512,512)","(4920,10045,512,512)"
"(4920,10250,512,512)","(4920,10250,512,512)"
"(4920,10455,512,512)","(4920,10455,512,512)"
"(5125,205,512,512)","(5125,205,512,512)"
"(5125,410,512,512)","(5125,410,512,512)"
"(5125,615,512,512)","(5125,615,512,512)"
"(5125,820,512,512)","(5125,820,512,512)"
"(5125,1025,512,512)","(5125,1025,512,512)"
"(5125,1230,512,512)","(5125,1230,512,512)"
"(5125,1435,512,512)","(5125,1435,512,512)"
"(5125,1640,512,512)","(5125,1640,512,512)"
"(5125,1845,512,512)","(5125,1845,512,512)"
"(5125,2050,512,512)","(5125,2050,512,512)"
"(5125,2255,512,512)","(5125,2255,512,512)"
"(5125,2460,512,512)","(5125,2460,512,512)"
"(5125,2665,512,512)","(5125,2665,512,512)"
"(5125,2870,512,512)","(5125,2870,512,512)"
"(5125,3075,512,512)","(5125,3075,512,512)"
"(5125,3280,512,512)","(5125,3280,512,512)"
"(5125,3485,512,512)","(5125,3485,512,512)"
"(5125,3690,512,512)","(5125,3690,512,512)"
"(5125,3895,512,512)","(5125,3895,512,512)"
"(5125,4100,512,512)","(5125,4100,512,512)"
"(5125,4305,512,512)","(5125,4305,512,512)"
"(5125,4510,512,512)","(5125,4510,512,512)"
"(5125,4715,512,512)","(5125,4715,512,512)"
"(5125,4920,512,512)","(5125,4920,512,512)"
"(5125,5125,512,512)","(5125,5125,512,512)"
"(5125,5330,512,512)","(5125,5330,512,512)"
"(5125,5535,512,512)","(5125,5535,512,512)"
"(5125,5740,512,512)","(5125,5740,512,512)"
"(5125,5945,512,512)","(5125,5945,512,512)"
"(5125,6150,512,512)","(5125,6150,512,512)"
"(5125,6355,512,512)","(5125,6355,512,512)"
"(5125,6560,512,512)","(5125,6560,512,512)"
"(5125,6765,512,512)","(5125,6765,512,512)"
"(5125,6970,512,512)","(5125,6970,512,512)"
"(5125,7175,512,512)","(5125,7175,512,512)"
"(5125,7380,512,512)","(5125,7380,512,512)"
"(5125,7585,512,512)","(5125,7585,512,512)"
"(5125,7790,512,512)","(5125,7790,512,512)"
"(5125,7995,512,512)","(5125,7995,512,512)"
"(5125,8200,512,512)","(5125,8200,512,512)"
"(5125,8405,512,512)","(5125,8405,512,512)"
"(5125,8610,512,512)","(5125,8610,512,512)"
"(5125,8815,512,512)","(5125,8815,512,512)"
"(5125,9020,512,512)","(5125,9020,512,512)"
"(5125,9225,512,512)","(5125,9225,512,512)"
"(5125,9430,512,512)","(5125,9430,512,512)"
"(5125,9635,512,512)","(5125,9635,512,512)"
"(5125,9840,512,512)","(5125,9840,512,512)"
"(5125,10045,512,512)","(5125,10045,512,512)"
"(5125,10250,512,512)","(5125,10250,512,512)"
"(5125,10455,512,512)","(5125,10455,512,512)"
"(5330,205,512,512)","(5330,205,512,512)"
"(5330,410,512,512)","(5330,410,512,512)"
"(5330,615,512,512)","(5330,615,512,512)"
"(5330,820,512,512)","(5330,820,512,512)"
"(5330,1025,512,512)","(5330,1025,512,512)"
"(5330,1230,512,512)","(5330,1230,512,512)"
"(5330,1435,512,512)","(5330,1435,512,512)"
"(5330,1640,512,512)","(5330,1640,512,512)"
"(5330,1845,512,512)","(5330,1845,512,512)"
"(5330,2050,512,512)","(5330,2050,512,512)"
"(5330,2255,512,512)","(5330,2255,512,512)"
"(5330,2460,512,512)","(5330,2460,512,512)"
"(5330,2665,512,512)","(5330,2665,512,512)"
"(5330,2870,512,512)","(5330,2870,512,512)"
"(5330,3075,512,512)","(5330,3075,512,512)"
"(5330,3280,512,512)","(5330,3280,512,512)"
"(5330,3485,512,512)","(5330,3485,512,512)"
"(5330,3690,512,512)","(5330,3690,512,512)"
"(5330,3895,512,512)","(5330,3895,512,512)"
"(5330,4100,512,512)","(5330,4100,512,512)"
"(5330,4305,512,512)","(5330,4305,512,512)"
"(5330,4510,512,512)","(5330,4510,512,512)"
"(5330,4715,512,512)","(5330,4715,512,512)"
"(5330,4920,512,512)","(5330,4920,512,512)"
"(5330,5125,512,512)","(5330,5125,512,512)"
"(5330,5330,512,512)","(5330,5330,512,512)"
"(5330,5535,512,512)","(5330,5535,512,512)"
"(5330,5740,512,512)","(5330,5740,512,512)"
"(5330,5945,512,512)","(5330,5945,512,512)"
"(5330,6150,512,512)","(5330,6150,512,512)"
"(5330,6355,512,512)","(5330,6355,512,512)"
"(5330,6560,512,512)","(5330,6560,512,512)"
"(5330,6765,512,512)","(5330,6765,512,512)"
"(5330,6970,512,512)","(5330,6970,512,512)"
"(5330,7175,512,512)","(5330,7175,512,512)"
"(5330,7380,512,512)","(5330,7380,512,512)"
"(5330,7585,512,512)","(5330,7585,512,512)"
"(5330,7790,512,512)","(5330,7790,512,512)"
"(5330,7995,512,512)","(5330,7995,512,512)"
"(5330,8200,512,512)","(5330,8200,512,512)"
"(5330,8405,512,512)","(5330,8405,512,512)"
"(5330,8610,512,512)","(5330,8610,512,512)"
"(5330,8815,512,512)","(5330,8815,512,512)"
"(5330,9020,512,512)","(5330,9020,512,512)"
"(5330,9225,512,512)","(5330,9225,512,512)"
"(5330,9430,512,512)","(5330,9430,512,512)"
"(5330,9635,512,512)","(5330,9635,512,512)"
"(5330,9840,512,512)","(5330,9840,512,512)"
"(5330,10045,512,512)","(5330,10045,512,512)"
"(5330,10250,512,512)","(5330,10250,512,512)"
"(5330,10455,512,512)","(5330,10455,512,512)"
"(5535,205,512,512)","(5535,205,512,512)"
"(5535,410,512,512)","(5535,410,512,512)"
"(5535,615,512,512)","(5535,615,512,512)"
"(5535,820,512,512)","(5535,820,512,512)"
"(5535,1025,512,512)","(5535,1025,512,512)"
"(5535,1230,512,512)","(5535,1230,512,512)"
"(5535,1435,512,512)","(5535,1435,512,512)"
"(5535,1640,512,512)","(5535,1640,512,512)"
"(5535,1845,512,512)","(5535,1845,512,512)"
"(5535,2050,512,512)","(5535,2050,512,512)"
"(5535,2255,512,512)","(5535,2255,512,512)"
"(5535,2460,512,512)","(5535,2460,512,512)"
"(5535,2665,512,512)","(5535,2665,512,512)"
"(5535,2870,512,512)","(5535,2870,512,512)"
"(5535,3075,512,512)","(5535,3075,512,512)"
"(5535,3280,512,512)","(5535,3280,512,512)"
"(5535,3485,512,512)","(5535,3485,512,512)"
"(5535,3690,512,512)","(5535,3690,512,512)"
"(5535,3895,512,512)","(5535,3895,512,512)"
"(5535,4100,512,512)","(5535,4100,512,512)"
"(5535,4305,512,512)","(5535,4305,512,512)"
"(5535,4510,512,512)","(5535,4510,512,512)"
"(5535,4715,512,512)","(5535,4715,512,512)"
"(5535,4920,512,512)","(5535,4920,512,512)"
"(5535,5125,512,512)","(5535,5125,512,512)"
"(5535,5330,512,512)","(5535,5330,512,512)"
"(5535,5535,512,512)","(5535,5535,512,512)"
"(5535,5740,512,512)","(5535,5740,512,512)"
"(5535,5945,512,512)","(5535,5945,512,512)"
"(5535,6150,512,512)","(5535,6150,512,512)"
"(5535,6355,512,512)","(5535,6355,512,512)"
"(5535,6560,512,512)","(5535,6560,512,512)"
"(5535,6765,512,512)","(5535,6765,512,512)"
"(5535,6970,512,512)","(5535,6970,512,512)"
"(5535,7175,512,512)","(5535,7175,512,512)"
"(5535,7380,512,512)","(5535,7380,512,512)"
"(5535,7585,512,512)","(5535,7585,512,512)"
"(5535,7790,512,512)","(5535,7790,512,512)"
"(5535,7995,512,512)","(5535,7995,512,512)"
"(5535,8200,512,512)","(5535,8200,512,512)"
"(5535,8405,512,512)","(5535,8405,512,512)"
"(5535,8610,512,512)","(5535,8610,512,512)"
"(5535,8815,512,512)","(5535,8815,512,512)"
"(5535,9020,512,512)","(5535,9020,512,512)"
"(5535,9225,512,512)","(5535,9225,512,512)"
"(5535,9430,512,512)","(5535,9430,512,512)"
"(5535,9635,512,512)","(5535,9635,512,512)"
"(5535,9840,512,512)","(5535,9840,512,512)"
"(5535,10045,512,512)","(5535,10045,512,512)"
"(5535,10250,512,512)","(5535,10250,512,512)"
"(5535,10455,512,512)","(5535,10455,512,512)"
"(5740,205,512,512)","(5740,205,512,512)"
"(5740,410,512,512)","(5740,410,512,512)"
"(5740,615,512,512)","(5740,615,512,512)"
"(5740,820,512,512)","(5740,820,512,512)"
"(5740,1025,512,512)","(5740,1025,512,512)"
"(5740,1230,512,512)","(5740,1230,512,512)"
"(5740,1435,512,512)","(5740,1435,512,512)"
"(5740,1640,512,512)","(5740,1640,512,512)"
"(5740,1845,512,512)","(5740,1845,512,512)"
"(5740,2050,512,512)","(5740,2050,512,512)"
"(5740,2255,512,512)","(5740,2255,512,512)"
"(5740,2460,512,512)","(5740,2460,512,512)"
"(5740,2665,512,512)","(5740,2665,512,512)"
"(5740,2870,512,512)","(5740,2870,512,512)"
"(5740,3075,512,512)","(5740,3075,512,512)"
"(5740,3280,512,512)","(5740,3280,512,512)"
"(5740,3485,512,512)","(5740,3485,512,512)"
"(5740,3690,512,512)","(5740,3690,512,512)"
"(5740,3895,512,512)","(5740,3895,512,512)"
"(5740,4100,512,512)","(5740,4100,512,512)"
"(5740,4305,512,512)","(5740,4305,512,512)"
"(5740,4510,512,512)","(5740,4510,512,512)"
"(5740,4715,512,512)","(5740,4715,512,512)"
"(5740,4920,512,512)","(5740,4920,512,512)"
"(5740,5125,512,512)","(5740,5125,512,512)"
"(5740,5330,512,512)","(5740,5330,512,512)"
"(5740,5535,512,512)","(5740,5535,512,512)"
"(5740,5740,512,512)","(5740,5740,512,512)"
"(5740,5945,512,512)","(5740,5945,512,512)"
"(5740,6150,512,512)","(5740,6150,512,512)"
"(5740,6355,512,512)","(5740,6355,512,512)"
"(5740,6560,512,512)","(5740,6560,512,512)"
"(5740,6765,512,512)","(5740,6765,512,512)"
"(5740,6970,512,512)","(5740,6970,512,512)"
"(5740,7175,512,512)","(5740,7175,512,512)"
"(5740,7380,512,512)","(5740,7380,512,512)"
"(5740,7585,512,512)","(5740,7585,512,512)"
"(5740,7790,512,512)","(5740,7790,512,512)"
"(5740,7995,512,512)","(5740,7995,512,512)"
"(5740,8200,512,512)","(5740,8200,512,512)"
"(5740,8405,512,512)","(5740,8405,512,512)"
"(5740,8610,512,512)","(5740,8610,512,512)"
"(5740,8815,512,512)","(5740,8815,512,512)"
"(5740,9020,512,512)","(5740,9020,512,512)"
"(5740,9225,512,512)","(5740,9225,512,512)"
"(5740,9430,512,512)","(5740,9430,512,512)"
"(5740,9635,512,512)","(5740,9635,512,512)"
"(5740,9840,512,512)","(5740,9840,512,512)"
"(5740,10045,512,512)","(5740,10045,512,512)"
"(5740,10250,512,512)","(5740,10250,512,512)"
"(5740,10455,512,512)","(5740,10455,512,512)"
"(5945,205,512,512)","(5945,205,512,512)"
"(5945,410,512,512)","(5945,410,512,512)"
"(5945,615,512,512)","(5945,615,512,512)"
"(5945,820,512,512)","(5945,820,512,512)"
"(5945,1025,512,512)","(5945,1025,512,512)"
"(5945,1230,512,512)","(5945,1230,512,512)"
"(5945,1435,512,512)","(5945,1435,512,512)"
"(5945,1640,512,512)","(5945,1640,512,512)"
"(5945,1845,512,512)","(5945,1845,512,512)"
"(5945,2050,512,512)","(5945,2050,512,512)"
"(5945,2255,512,512)","(5945,2255,512,512)"
"(5945,2460,512,512)","(5945,2460,512,512)"
"(5945,2665,512,512)","(5945,2665,512,512)"
"(5945,2870,512,512)","(5945,2870,512,512)"
"(5945,3075,512,512)","(5945,3075,512,512)"
"(5945,3280,512,512)","(5945,3280,512,512)"
"(5945,3485,512,512)","(5945,3485,512,512)"
"(5945,3690,512,512)","(5945,3690,512,512)"
"(5945,3895,512,512)","(5945,3895,512,512)"
"(5945,4100,512,512)","(5945,4100,512,512)"
"(5945,4305,512,512)","(5945,4305,512,512)"
"(5945,4510,512,512)","(5945,4510,512,512)"
"(5945,4715,512,512)","(5945,4715,512,512)"
"(5945,4920,512,512)","(5945,4920,512,512)"
"(5945,5125,512,512)","(5945,5125,512,512)"
"(5945,5330,512,512)","(5945,5330,512,512)"
"(5945,5535,512,512)","(5945,5535,512,512)"
"(5945,5740,512,512)","(5945,5740,512,512)"
"(5945,5945,512,512)","(5945,5945,512,512)"
"(5945,6150,512,512)","(5945,6150,512,512)"
"(5945,6355,512,512)","(5945,6355,512,512)"
"(5945,6560,512,512)","(5945,6560,512,512)"
"(5945,6765,512,512)","(5945,6765,512,512)"
"(5945,6970,512,512)","(5945,6970,512,512)"
"(5945,7175,512,512)","(5945,7175,512,512)"
"(5945,7380,512,512)","(5945,7380,512,512)"
"(5945,7585,512,512)","(5945,7585,512,512)"
"(5945,7790,512,512)","(5945,7790,512,512)"
"(5945,7995,512,512)","(5945,7995,512,512)"
"(5945,8200,512,512)","(5945,8200,512,512)"
"(5945,8405,512,512)","(5945,8405,512,512)"
"(5945,8610,512,512)","(5945,8610,512,512)"
"(5945,8815,512,512)","(5945,8815,512,512)"
"(5945,9020,512,512)","(5945,9020,512,512)"
"(5945,9225,512,512)","(5945,9225,512,512)"
"(5945,9430,512,512)","(5945,9430,512,512)"
"(5945,9635,512,512)","(5945,9635,512,512)"
"(5945,9840,512,512)","(5945,9840,512,512)"
"(5945,10045,512,512)","(5945,10045,512,512)"
"(5945,10250,512,512)","(5945,10250,512,512)"
"(5945,10455,512,512)","(5945,10455,512,512)"
"(6150,205,512,512)","(6150,205,512,512)"
"(6150,410,512,512)","(6150,410,512,512)"
"(6150,615,512,512)","(6150,615,512,512)"
"(6150,820,512,512)","(6150,820,512,512)"
"(6150,1025,512,512)","(6150,1025,512,512)"
"(6150,1230,512,512)","(6150,1230,512,512)"
"(6150,1435,512,512)","(6150,1435,512,512)"
"(6150,1640,512,512)","(6150,1640,512,512)"
"(6150,1845,512,512)","(6150,1845,512,512)"
"(6150,2050,512,512)","(6150,2050,512,512)"
"(6150,2255,512,512)","(6150,2255,512,512)"
"(6150,2460,512,512)","(6150,2460,512,512)"
"(6150,2665,512,512)","(6150,2665,512,512)"
"(6150,2870,512,512)","(6150,2870,512,512)"
"(6150,3075,512,512)","(6150,3075,512,512)"
"(6150,3280,512,512)","(6150,3280,512,512)"
"(6150,3485,512,512)","(6150,3485,512,512)"
"(6150,3690,512,512)","(6150,3690,512,512)"
"(6150,3895,512,512)","(6150,3895,512,512)"
"(6150,4100,512,512)","(6150,4100,512,512)"
"(6150,4305,512,512)","(6150,4305,512,512)"
"(6150,4510,512,512)","(6150,4510,512,512)"
"(6150,4715,512,512)","(6150,4715,512,512)"
"(6150,4920,512,512)","(6150,4920,512,512)"
"(6150,5125,512,512)","(6150,5125,512,512)"
"(6150,5330,512,512)","(6150,5330,512,512)"
"(6150,5535,512,512)","(6150,5535,512,512)"
"(6150,5740,512,512)","(6150,5740,512,512)"
"(6150,5945,512,512)","(6150,5945,512,512)"
"(6150,6150,512,512)","(6150,6150,512,512)"
"(6150,6355,512,512)","(6150,6355,512,512)"
"(6150,6560,512,512)","(6150,6560,512,512)"
"(6150,6765,512,512)","(6150,6765,512,512)"
"(6150,6970,512,512)","(6150,6970,512,512)"
"(6150,7175,512,512)","(6150,7175,512,512)"
"(6150,7380,512,512)","(6150,7380,512,512)"
"(6150,7585,512,512)","(6150,7585,512,512)"
"(6150,7790,512,512)","(6150,7790,512,512)"
"(6150,7995,512,512)","(6150,7995,512,512)"
"(6150,8200,512,512)","(6150,8200,512,512)"
"(6150,8405,512,512)","(6150,8405,512,512)"
"(6150,8610,512,512)","(6150,8610,512,512)"
"(6150,8815,512,512)","(6150,8815,512,512)"
"(6150,9020,512,512)","(6150,9020,512,512)"
"(6150,9225,512,512)","(6150,9225,512,512)"
"(6150,9430,512,512)","(6150,9430,512,512)"
"(6150,9635,512,512)","(6150,9635,512,512)"
"(6150,9840,512,512)","(6150,9840,512,512)"
"(6150,10045,512,512)","(6150,10045,512,512)"
"(6150,10250,512,512)","(6150,10250,512,512)"
"(6150,10455,512,512)","(6150,10455,512,512)"
"(6355,205,512,512)","(6355,205,512,512)"
"(6355,410,512,512)","(6355,410,512,512)"
"(6355,615,512,512)","(6355,615,512,512)"
"(6355,820,512,512)","(6355,820,512,512)"
"(6355,1025,512,512)","(6355,1025,512,512)"
"(6355,1230,512,512)","(6355,1230,512,512)"
"(6355,1435,512,512)","(6355,1435,512,512)"
"(6355,1640,512,512)","(6355,1640,512,512)"
"(6355,1845,512,512)","(6355,1845,512,512)"
"(6355,2050,512,512)","(6355,2050,512,512)"
"(6355,2255,512,512)","(6355,2255,512,512)"
"(6355,2460,512,512)","(6355,2460,512,512)"
"(6355,2665,512,512)","(6355,2665,512,512)"
"(6355,2870,512,512)","(6355,2870,512,512)"
"(6355,3075,512,512)","(6355,3075,512,512)"
"(6355,3280,512,512)","(6355,3280,512,512)"
"(6355,3485,512,512)","(6355,3485,512,512)"
"(6355,3690,512,512)","(6355,3690,512,512)"
"(6355,3895,512,512)","(6355,3895,512,512)"
"(6355,4100,512,512)","(6355,4100,512,512)"
"(6355,4305,512,512)","(6355,4305,512,512)"
"(6355,4510,512,512)","(6355,4510,512,512)"
"(6355,4715,512,512)","(6355,4715,512,512)"
"(6355,4920,512,512)","(6355,4920,512,512)"
"(6355,5125,512,512)","(6355,5125,512,512)"
"(6355,5330,512,512)","(6355,5330,512,512)"
"(6355,5535,512,512)","(6355,5535,512,512)"
"(6355,5740,512,512)","(6355,5740,512,512)"
"(6355,5945,512,512)","(6355,5945,512,512)"
"(6355,6150,512,512)","(6355,6150,512,512)"
"(6355,6355,512,512)","(6355,6355,512,512)"
"(6355,6560,512,512)","(6355,6560,512,512)"
"(6355,6765,512,512)","(6355,6765,512,512)"
"(6355,6970,512,512)","(6355,6970,512,512)"
"(6355,7175,512,512)","(6355,7175,512,512)"
"(6355,7380,512,512)","(6355,7380,512,512)"
"(6355,7585,512,512)","(6355,7585,512,512)"
"(6355,7790,512,512)","(6355,7790,512,512)"
"(6355,7995,512,512)","(6355,7995,512,512)"
"(6355,8200,512,512)","(6355,8200,512,512)"
"(6355,8405,512,512)","(6355,8405,512,512)"
"(6355,8610,512,512)","(6355,8610,512,512)"
"(6355,8815,512,512)","(6355,8815,512,512)"
"(6355,9020,512,512)","(6355,9020,512,512)"
"(6355,9225,512,512)","(6355,9225,512,512)"
"(6355,9430,512,512)","(6355,9430,512,512)"
"(6355,9635,512,512)","(6355,9635,512,512)"
"(6355,9840,512,512)","(6355,9840,512,512)"
"(6355,10045,512,512)","(6355,10045,512,512)"
"(6355,10250,512,512)","(6355,10250,512,512)"
"(6355,10455,512,512)","(6355,10455,512,512)"
"(6560,205,512,512)","(6560,205,512,512)"
"(6560,410,512,512)","(6560,410,512,512)"
"(6560,615,512,512)","(6560,615,512,512)"
"(6560,820,512,512)","(6560,820,512,512)"
"(6560,1025,512,512)","(6560,1025,512,512)"
"(6560,1230,512,512)","(6560,1230,512,512)"
"(6560,1435,512,512)","(6560,1435,512,512)"
"(6560,1640,512,512)","(6560,1640,512,512)"
"(6560,1845,512,512)","(6560,1845,512,512)"
"(6560,2050,512,512)","(6560,2050,512,512)"
"(6560,2255,512,512)","(6560,2255,512,512)"
"(6560,2460,512,512)","(6560,2460,512,512)"
"(6560,2665,512,512)","(6560,2665,512,512)"
"(6560,2870,512,512)","(6560,2870,512,512)"
"(6560,3075,512,512)","(6560,3075,512,512)"
"(6560,3280,512,512)","(6560,3280,512,512)"
"(6560,3485,512,512)","(6560,3485,512,512)"
"(6560,3690,512,512)","(6560,3690,512,512)"
"(6560,3895,512,512)","(6560,3895,512,512)"
"(6560,4100,512,512)","(6560,4100,512,512)"
"(6560,4305,512,512)","(6560,4305,512,512)"
"(6560,4510,512,512)","(6560,4510,512,512)"
"(6560,4715,512,512)","(6560,4715,512,512)"
"(6560,4920,512,512)","(6560,4920,512,512)"
"(6560,5125,512,512)","(6560,5125,512,512)"
"(6560,5330,512,512)","(6560,5330,512,512)"
"(6560,5535,512,512)","(6560,5535,512,512)"
"(6560,5740,512,512)","(6560,5740,512,512)"
"(6560,5945,512,512)","(6560,5945,512,512)"
"(6560,6150,512,512)","(6560,6150,512,512)"
"(6560,6355,512,512)","(6560,6355,512,512)"
"(6560,6560,512,512)","(6560,6560,512,512)"
"(6560,6765,512,512)","(6560,6765,512,512)"
"(6560,6970,512,512)","(6560,6970,512,512)"
"(6560,7175,512,512)","(6560,7175,512,512)"
"(6560,7380,512,512)","(6560,7380,512,512)"
"(6560,7585,512,512)","(6560,7585,512,512)"
"(6560,7790,512,512)","(6560,7790,512,512)"
"(6560,7995,512,512)","(6560,7995,512,512)"
"(6560,8200,512,512)","(6560,8200,512,512)"
"(6560,8405,512,512)","(6560,8405,512,512)"
"(6560,8610,512,512)","(6560,8610,512,512)"
"(6560,8815,512,512)","(6560,8815,512,512)"
"(6560,9020,512,512)","(6560,9020,512,512)"
"(6560,9225,512,512)","(6560,9225,512,512)"
"(6560,9430,512,512)","(6560,9430,512,512)"
"(6560,9635,512,512)","(6560,9635,512,512)"
"(6560,9840,512,512)","(6560,9840,512,512)"
"(6560,10045,512,512)","(6560,10045,512,512)"
"(6560,10250,512,512)","(6560,10250,512,512)"
"(6560,10455,512,512)","(6560,10455,512,512)"
"(6765,205,512,512)","(6765,205,512,512)"
"(6765,410,512,512)","(6765,410,512,512)"
"(6765,615,512,512)","(6765,615,512,512)"
"(6765,820,512,512)","(6765,820,512,512)"
"(6765,1025,512,512)","(6765,1025,512,512)"
"(6765,1230,512,512)","(6765,1230,512,512)"
"(6765,1435,512,512)","(6765,1435,512,512)"
"(6765,1640,512,512)","(6765,1640,512,512)"
"(6765,1845,512,512)","(6765,1845,512,512)"
"(6765,2050,512,512)","(6765,2050,512,512)"
"(6765,2255,512,512)","(6765,2255,512,512)"
"(6765,2460,512,512)","(6765,2460,512,512)"
"(6765,2665,512,512)","(6765,2665,512,512)"
"(6765,2870,512,512)","(6765,2870,512,512)"
"(6765,3075,512,512)","(6765,3075,512,512)"
"(6765,3280,512,512)","(6765,3280,512,512)"
"(6765,3485,512,512)","(6765,3485,512,512)"
"(6765,3690,512,512)","(6765,3690,512,512)"
"(6765,3895,512,512)","(6765,3895,512,512)"
"(6765,4100,512,512)","(6765,4100,512,512)"
"(6765,4305,512,512)","(6765,4305,512,512)"
"(6765,4510,512,512)","(6765,4510,512,512)"
"(6765,4715,512,512)","(6765,4715,512,512)"
"(6765,4920,512,512)","(6765,4920,512,512)"
"(6765,5125,512,512)","(6765,5125,512,512)"
"(6765,5330,512,512)","(6765,5330,512,512)"
"(6765,5535,512,512)","(6765,5535,512,512)"
"(6765,5740,512,512)","(6765,5740,512,512)"
"(6765,5945,512,512)","(6765,5945,512,512)"
"(6765,6150,512,512)","(6765,6150,512,512)"
"(6765,6355,512,512)","(6765,6355,512,512)"
"(6765,6560,512,512)","(6765,6560,512,512)"
"(6765,6765,512,512)","(6765,6765,512,512)"
"(6765,6970,512,512)","(6765,6970,512,512)"
"(6765,7175,512,512)","(6765,7175,512,512)"
"(6765,7380,512,512)","(6765,7380,512,512)"
"(6765,7585,512,512)","(6765,7585,512,512)"
"(6765,7790,512,512)","(6765,7790,512,512)"
"(6765,7995,512,512)","(6765,7995,512,512)"
"(6765,8200,512,512)","(6765,8200,512,512)"
"(6765,8405,512,512)","(6765,8405,512,512)"
"(6765,8610,512,512)","(6765,8610,512,512)"
"(6765,8815,512,512)","(6765,8815,512,512)"
